iter	Passed	Remaining
1666	46970	65736
1667	46995	65703
1668	47020	65670
1669	47050	65645
1670	47078	65617
1671	47105	65586
1672	47133	65558
1673	47167	65538
1674	47193	65507
1675	47221	65479
1676	47258	65462
1677	47289	65438
1678	47320	65414
1679	47350	65389
1680	47377	65359
1681	47403	65327
1682	47429	65297
1683	47460	65272
1684	47484	65238
1685	47510	65207
1686	47536	65176
1687	47561	65143
1688	47585	65109
1689	47613	65081
1690	47639	65050
1691	47670	65025
1692	47696	64994
1693	47725	64967
1694	47751	64936
1695	47779	64908
1696	47806	64877
1697	47835	64851
1698	47870	64831
1699	47899	64805
1700	47929	64779
1701	47958	64752
1702	47987	64725
1703	48015	64697
1704	48041	64666
1705	48072	64641
1706	48097	64609
1707	48123	64577
1708	48148	64545
1709	48174	64514
1710	48202	64486
1711	48227	64454
1712	48257	64427
1713	48283	64396
1714	48315	64373
1715	48342	64344
1716	48372	64317
1717	48401	64291
1718	48433	64268
1719	48471	64253
1720	48501	64226
1721	48526	64195
1722	48553	64164
1723	48580	64135
1724	48606	64104
1725	48631	64072
1726	48661	64045
1727	48688	64015
1728	48714	63984
1729	48738	63951
1730	48764	63921
1731	48795	63895
1732	48819	63863
1733	48851	63839
1734	48877	63807
1735	48901	63775
1736	48929	63746
1737	48956	63716
1738	48983	63686
1739	49008	63654
1740	49039	63629
1741	49065	63599
1742	49090	63566
1743	49116	63536
1744	49142	63505
1745	49172	63479
1746	49202	63454
1747	49238	63435
1748	49267	63408
1749	49297	63382
1750	49327	63356
1751	49357	63330
1752	49383	63299
1753	49414	63275
1754	49447	63252
1755	49476	63226
1756	49505	63199
1757	49534	63172
1758	49563	63144
1759	49592	63118
1760	49619	63087
1761	49649	63062
1762	49677	63034
1763	49703	63003
1764	49730	62973
1765	49755	62941
1766	49781	62909
1767	49805	62876
1768	49830	62845
1769	49860	62818
1770	49885	62786
1771	49911	62755
1772	49935	62722
1773	49961	62691
1774	49986	62659
1775	50014	62630
1776	50043	62603
1777	50074	62579
1778	50097	62544
1779	50128	62520
1780	50155	62490
1781	50187	62466
1782	50212	62434
1783	50241	62407
1784	50276	62388
1785	50300	62354
1786	50326	62323
1787	50352	62293
1788	50377	62260
1789	50402	62228
1790	50428	62197
1791	50460	62175
1792	50491	62150
1793	50520	62122
1794	50551	62097
1795	50581	62072
1796	50607	62041
1797	50634	62012
1798	50668	61990
1799	50692	61957
1800	50718	61926
1801	50745	61896
1802	50771	61866
1803	50798	61836
1804	50824	61806
1805	50855	61780
1806	50880	61749
1807	50906	61718
1808	50932	61687
1809	50959	61657
1810	50983	61625
1811	51010	61594
1812	51039	61568
1813	51066	61538
1814	51092	61507
1815	51116	61474
1816	51142	61443
1817	51168	61413
1818	51193	61381
1819	51223	61355
1820	51250	61325
1821	51279	61298
1822	51305	61267
1823	51347	61257
1824	51390	61245
1825	51417	61216
1826	51446	61189
1827	51472	61158
1828	51497	61126
1829	51522	61095
1830	51547	61063
1831	51571	61030
1832	51598	61000
1833	51629	60975
1834	51654	60944
1835	51679	60912
1836	51703	60879
1837	51730	60849
1838	51755	60817
1839	51781	60786
1840	51810	60759
1841	51844	60738
1842	51873	60711
1843	51901	60683
1844	51927	60652
1845	51951	60619
1846	51978	60589
1847	52011	60567
1848	52039	60539
1849	52067	60510
1850	52091	60478
1851	52119	60449
1852	52148	60422
1853	52173	60390
1854	52199	60360
1855	52224	60328
1856	52259	60307
1857	52287	60279
1858	52318	60254
1859	52344	60224
1860	52371	60194
1861	52403	60171
1862	52438	60151
1863	52469	60125
1864	52493	60092
1865	52522	60065
1866	52552	60039
1867	52583	60014
1868	52610	59986
1869	52642	59961
1870	52671	59934
1871	52702	59910
1872	52731	59882
1873	52759	59854
1874	52790	59829
1875	52825	59808
1876	52855	59783
1877	52886	59758
1878	52918	59733
1879	52953	59713
1880	52984	59688
1881	53012	59660
1882	53040	59632
1883	53070	59606
1884	53099	59578
1885	53127	59550
1886	53161	59528
1887	53194	59505
1888	53227	59482
1889	53258	59458
1890	53287	59430
1891	53317	59404
1892	53347	59378
1893	53383	59358
1894	53411	59330
1895	53437	59299
1896	53467	59273
1897	53495	59245
1898	53525	59218
1899	53552	59190
1900	53586	59167
1901	53620	59145
1902	53647	59116
1903	53674	59087
1904	53703	59059
1905	53736	59036
1906	53767	59011
1907	53796	58984
1908	53830	58963
1909	53862	58938
1910	53892	58911
1911	53920	58884
1912	53950	58857
1913	53980	58830
1914	54010	58804
1915	54046	58785
1916	54074	58756
1917	54103	58729
1918	54133	58703
1919	54162	58676
1920	54190	58647
1921	54216	58616
1922	54249	58593
1923	54282	58571
1924	54315	58547
1925	54347	58524
1926	54377	58497
1927	54407	58471
1928	54435	58442
1929	54467	58418
1930	54500	58395
1931	54529	58367
1932	54555	58337
1933	54584	58310
1934	54612	58281
1935	54646	58259
1936	54680	58237
1937	54719	58220
1938	54748	58192
1939	54781	58169
1940	54810	58142
1941	54838	58114
1942	54868	58088
1943	54900	58063
1944	54932	58039
1945	54962	58012
1946	54990	57984
1947	55021	57959
1948	55054	57935
1949	55084	57909
1950	55115	57883
1951	55150	57862
1952	55182	57838
1953	55210	57810
1954	55236	57779
1955	55262	57749
1956	55289	57719
1957	55317	57690
1958	55354	57671
1959	55381	57641
1960	55412	57616
1961	55441	57589
1962	55471	57562
1963	55499	57534
1964	55522	57500
1965	55548	57469
1966	55580	57445
1967	55606	57415
1968	55632	57384
1969	55659	57354
1970	55686	57325
1971	55712	57294
1972	55738	57264
1973	55782	57251
1974	55808	57221
1975	55847	57203
1976	55873	57173
1977	55899	57143
1978	55925	57112
1979	55952	57082
1980	55982	57056
1981	56007	57025
1982	56033	56993
1983	56060	56964
1984	56088	56936
1985	56114	56905
1986	56140	56875
1987	56171	56849
1988	56197	56818
1989	56223	56788
1990	56248	56757
1991	56273	56725
1992	56302	56697
1993	56328	56667
1994	56361	56643
1995	56388	56614
1996	56414	56583
1997	56439	56552
1998	56470	56527
1999	56505	56505
2000	56545	56489
2001	56575	56462
2002	56602	56432
2003	56629	56403
2004	56656	56373
2005	56682	56343
2006	56707	56312
2007	56734	56282
2008	56764	56256
2009	56791	56225
2010	56817	56195
2011	56843	56165
2012	56869	56134
2013	56896	56105
2014	56922	56074
2015	56951	56047
2016	56976	56015
2017	57002	55985
2018	57030	55956
2019	57056	55926
2020	57080	55894
2021	57107	55864
2022	57138	55839
2023	57166	55810
2024	57193	55780
2025	57219	55750
2026	57245	55720
2027	57270	55689
2028	57297	55659
2029	57328	55634
2030	57355	55604
2031	57381	55573
2032	57409	55546
2033	57436	55515
2034	57462	55485
2035	57488	55455
2036	57520	55430
2037	57547	55401
2038	57574	55372
2039	57601	55342
2040	57627	55312
2041	57654	55282
2042	57682	55254
2043	57711	55227
2044	57736	55195
2045	57762	55164
2046	57788	55134
2047	57813	55103
2048	57840	55074
2049	57865	55043
2050	57894	55015
2051	57921	54985
2052	57947	54955
2053	57976	54928
2054	58003	54898
2055	58028	54867
2056	58055	54838
2057	58085	54811
2058	58112	54782
2059	58140	54753
2060	58167	54723
2061	58195	54695
2062	58222	54666
2063	58247	54635
2064	58277	54608
2065	58305	54579
2066	58331	54550
2067	58358	54520
2068	58385	54491
2069	58411	54461
2070	58437	54430
2071	58469	54405
2072	58495	54375
2073	58521	54345
2074	58547	54314
2075	58574	54285
2076	58600	54255
2077	58626	54224
2078	58655	54197
2079	58681	54167
2080	58709	54139
2081	58739	54112
2082	58765	54082
2083	58790	54050
2084	58815	54019
2085	58846	53994
2086	58872	53963
2087	58897	53932
2088	58922	53901
2089	58949	53872
2090	58975	53842
2091	59004	53814
2092	59033	53787
2093	59059	53757
2094	59084	53726
2095	59111	53696
2096	59137	53666
2097	59163	53636
2098	59188	53605
2099	59219	53579
2100	59247	53551
2101	59276	53523
2102	59302	53493
2103	59327	53462
2104	59353	53432
2105	59379	53402
2106	59409	53375
2107	59434	53344
2108	59460	53314
2109	59485	53283
2110	59512	53253
2111	59541	53226
2112	59566	53195
2113	59596	53168
2114	59620	53137
2115	59646	53106
2116	59671	53075
2117	59697	53045
2118	59723	53015
2119	59753	52988
2120	59790	52968
2121	59817	52938
2122	59841	52907
2123	59866	52876
2124	59892	52845
2125	59917	52815
2126	59941	52783
2127	59972	52757
2128	59997	52726
2129	60023	52696
2130	60049	52666
2131	60077	52637
2132	60102	52607
2133	60129	52577
2134	60158	52550
2135	60185	52520
2136	60210	52490
2137	60236	52460
2138	60261	52429
2139	60287	52398
2140	60315	52371
2141	60352	52350
2142	60381	52323
2143	60411	52296
2144	60443	52271
2145	60473	52245
2146	60500	52216
2147	60527	52186
2148	60557	52160
2149	60582	52129
2150	60611	52101
2151	60639	52073
2152	60664	52042
2153	60690	52012
2154	60717	51982
2155	60745	51955
2156	60771	51925
2157	60797	51894
2158	60823	51864
2159	60849	51834
2160	60874	51804
2161	60900	51774
2162	60929	51746
2163	60956	51717
2164	60981	51686
2165	61006	51655
2166	61033	51626
2167	61058	51595
2168	61089	51569
2169	61120	51543
2170	61147	51514
2171	61172	51483
2172	61198	51454
2173	61226	51425
2174	61252	51395
2175	61280	51367
2176	61310	51340
2177	61336	51310
2178	61363	51281
2179	61392	51254
2180	61417	51223
2181	61444	51194
2182	61472	51166
2183	61504	51141
2184	61530	51111
2185	61556	51081
2186	61583	51051
2187	61610	51022
2188	61635	50991
2189	61664	50964
2190	61693	50937
2191	61720	50908
2192	61746	50877
2193	61773	50849
2194	61799	50819
2195	61825	50789
2196	61850	50758
2197	61880	50732
2198	61906	50702
2199	61935	50674
2200	61960	50643
2201	61986	50614
2202	62012	50583
2203	62038	50553
2204	62067	50526
2205	62093	50496
2206	62119	50466
2207	62143	50435
2208	62170	50405
2209	62196	50376
2210	62223	50346
2211	62252	50319
2212	62276	50288
2213	62302	50258
2214	62327	50228
2215	62354	50198
2216	62380	50168
2217	62416	50147
2218	62445	50119
2219	62472	50090
2220	62497	50060
2221	62522	50029
2222	62546	49998
2223	62572	49968
2224	62598	49938
2225	62628	49911
2226	62654	49881
2227	62680	49851
2228	62705	49820
2229	62733	49792
2230	62757	49761
2231	62782	49731
2232	62813	49705
2233	62838	49674
2234	62864	49644
2235	62890	49614
2236	62916	49584
2237	62941	49554
2238	62969	49526
2239	63000	49500
2240	63026	49470
2241	63052	49440
2242	63078	49410
2243	63103	49380
2244	63130	49351
2245	63155	49321
2246	63185	49294
2247	63211	49264
2248	63236	49233
2249	63263	49205
2250	63288	49174
2251	63315	49145
2252	63341	49115
2253	63371	49088
2254	63396	49058
2255	63421	49027
2256	63448	48999
2257	63475	48970
2258	63502	48940
2259	63530	48912
2260	63559	48885
2261	63583	48854
2262	63609	48824
2263	63635	48794
2264	63661	48765
2265	63686	48734
2266	63712	48704
2267	63742	48677
2268	63768	48648
2269	63797	48621
2270	63824	48591
2271	63849	48561
2272	63873	48530
2273	63900	48501
2274	63930	48474
2275	63955	48444
2276	63981	48414
2277	64008	48385
2278	64034	48355
2279	64061	48327
2280	64086	48296
2281	64117	48270
2282	64142	48240
2283	64167	48209
2284	64193	48180
2285	64219	48150
2286	64244	48120
2287	64276	48095
2288	64313	48073
2289	64343	48047
2290	64371	48018
2291	64400	47991
2292	64426	47961
2293	64450	47930
2294	64474	47899
2295	64504	47872
2296	64530	47843
2297	64557	47814
2298	64583	47784
2299	64608	47754
2300	64632	47723
2301	64658	47693
2302	64686	47664
2303	64712	47635
2304	64738	47606
2305	64762	47575
2306	64788	47545
2307	64812	47514
2308	64838	47484
2309	64871	47459
2310	64896	47429
2311	64923	47400
2312	64949	47371
2313	64976	47342
2314	65002	47312
2315	65028	47283
2316	65058	47256
2317	65084	47227
2318	65111	47198
2319	65137	47168
2320	65164	47139
2321	65191	47110
2322	65216	47080
2323	65245	47053
2324	65271	47023
2325	65296	46993
2326	65322	46963
2327	65347	46933
2328	65381	46909
2329	65409	46881
2330	65439	46854
2331	65465	46825
2332	65489	46794
2333	65515	46764
2334	65542	46735
2335	65566	46704
2336	65592	46675
2337	65622	46648
2338	65649	46619
2339	65674	46589
2340	65700	46560
2341	65726	46530
2342	65752	46500
2343	65777	46470
2344	65807	46443
2345	65832	46413
2346	65858	46384
2347	65884	46354
2348	65910	46325
2349	65936	46296
2350	65961	46265
2351	65991	46238
2352	66019	46210
2353	66044	46180
2354	66071	46151
2355	66097	46122
2356	66123	46092
2357	66148	46062
2358	66180	46037
2359	66205	46007
2360	66230	45977
2361	66257	45948
2362	66284	45919
2363	66310	45889
2364	66335	45860
2365	66366	45833
2366	66391	45804
2367	66417	45774
2368	66447	45747
2369	66475	45719
2370	66499	45688
2371	66526	45659
2372	66556	45633
2373	66582	45603
2374	66606	45573
2375	66632	45543
2376	66660	45515
2377	66686	45485
2378	66712	45456
2379	66744	45431
2380	66770	45401
2381	66796	45372
2382	66823	45343
2383	66849	45313
2384	66874	45284
2385	66899	45253
2386	66929	45227
2387	66954	45196
2388	66979	45167
2389	67007	45139
2390	67032	45108
2391	67058	45079
2392	67083	45049
2393	67108	45019
2394	67137	44991
2395	67163	44962
2396	67189	44932
2397	67215	44903
2398	67242	44874
2399	67270	44846
2400	67297	44818
2401	67327	44791
2402	67353	44761
2403	67379	44732
2404	67405	44703
2405	67430	44673
2406	67457	44644
2407	67487	44618
2408	67521	44594
2409	67547	44564
2410	67573	44535
2411	67599	44505
2412	67625	44476
2413	67651	44446
2414	67676	44417
2415	67707	44391
2416	67733	44361
2417	67759	44332
2418	67784	44302
2419	67811	44273
2420	67838	44244
2421	67879	44225
2422	67908	44198
2423	67934	44168
2424	67960	44139
2425	67986	44110
2426	68012	44080
2427	68038	44051
2428	68067	44023
2429	68097	43996
2430	68122	43967
2431	68148	43937
2432	68172	43907
2433	68198	43878
2434	68225	43848
2435	68251	43819
2436	68279	43791
2437	68305	43762
2438	68331	43733
2439	68357	43703
2440	68383	43674
2441	68410	43645
2442	68435	43615
2443	68465	43589
2444	68489	43559
2445	68516	43529
2446	68543	43501
2447	68569	43472
2448	68598	43444
2449	68625	43416
2450	68657	43390
2451	68694	43368
2452	68722	43340
2453	68751	43313
2454	68784	43287
2455	68817	43262
2456	68848	43237
2457	68882	43212
2458	68910	43184
2459	68941	43158
2460	68970	43131
2461	68998	43102
2462	69027	43075
2463	69054	43047
2464	69087	43021
2465	69117	42995
2466	69142	42965
2467	69169	42936
2468	69195	42907
2469	69222	42878
2470	69249	42850
2471	69279	42823
2472	69306	42794
2473	69333	42765
2474	69362	42738
2475	69391	42711
2476	69420	42683
2477	69450	42657
2478	69483	42631
2479	69510	42603
2480	69538	42575
2481	69568	42548
2482	69596	42520
2483	69625	42492
2484	69656	42466
2485	69689	42441
2486	69716	42413
2487	69746	42386
2488	69774	42358
2489	69803	42330
2490	69832	42302
2491	69861	42276
2492	69895	42251
2493	69927	42225
2494	69956	42198
2495	69986	42171
2496	70014	42143
2497	70043	42116
2498	70075	42089
2499	70107	42064
2500	70137	42037
2501	70166	42010
2502	70196	41983
2503	70227	41956
2504	70256	41929
2505	70285	41902
2506	70319	41877
2507	70348	41849
2508	70375	41821
2509	70402	41792
2510	70428	41763
2511	70458	41736
2512	70485	41707
2513	70516	41681
2514	70543	41653
2515	70571	41624
2516	70599	41596
2517	70626	41568
2518	70654	41540
2519	70684	41513
2520	70719	41489
2521	70753	41464
2522	70782	41437
2523	70813	41410
2524	70843	41383
2525	70870	41355
2526	70901	41328
2527	70937	41305
2528	70968	41279
2529	70995	41250
2530	71020	41220
2531	71048	41192
2532	71071	41161
2533	71096	41131
2534	71126	41104
2535	71153	41075
2536	71179	41046
2537	71204	41017
2538	71230	40987
2539	71258	40959
2540	71286	40931
2541	71317	40905
2542	71343	40875
2543	71368	40846
2544	71395	40817
2545	71426	40790
2546	71459	40766
2547	71490	40739
2548	71524	40714
2549	71551	40686
2550	71577	40656
2551	71601	40626
2552	71628	40597
2553	71656	40569
2554	71686	40542
2555	71719	40517
2556	71747	40489
2557	71773	40460
2558	71797	40429
2559	71823	40400
2560	71850	40371
2561	71876	40342
2562	71906	40315
2563	71931	40286
2564	71958	40257
2565	71987	40229
2566	72014	40201
2567	72040	40172
2568	72068	40143
2569	72100	40118
2570	72126	40088
2571	72152	40060
2572	72181	40032
2573	72209	40004
2574	72237	39976
2575	72262	39946
2576	72289	39917
2577	72316	39889
2578	72342	39860
2579	72369	39831
2580	72393	39801
2581	72419	39771
2582	72444	39741
2583	72469	39712
2584	72499	39685
2585	72523	39655
2586	72548	39625
2587	72574	39596
2588	72601	39567
2589	72627	39538
2590	72653	39509
2591	72684	39482
2592	72710	39453
2593	72737	39424
2594	72763	39395
2595	72788	39366
2596	72813	39336
2597	72840	39308
2598	72872	39281
2599	72897	39252
2600	72922	39222
2601	72947	39192
2602	72973	39163
2603	72997	39133
2604	73023	39104
2605	73052	39077
2606	73078	39047
2607	73103	39018
2608	73130	38989
2609	73156	38960
2610	73180	38930
2611	73206	38901
2612	73236	38874
2613	73263	38845
2614	73288	38816
2615	73314	38787
2616	73338	38757
2617	73364	38727
2618	73390	38698
2619	73420	38671
2620	73446	38642
2621	73471	38613
2622	73497	38584
2623	73523	38555
2624	73550	38526
2625	73575	38496
2626	73606	38470
2627	73639	38444
2628	73674	38420
2629	73700	38391
2630	73725	38362
2631	73751	38332
2632	73778	38304
2633	73808	38277
2634	73835	38248
2635	73866	38222
2636	73896	38195
2637	73923	38166
2638	73954	38140
2639	73981	38111
2640	74009	38083
2641	74034	38054
2642	74060	38024
2643	74086	37995
2644	74111	37966
2645	74136	37936
2646	74161	37907
2647	74192	37880
2648	74218	37851
2649	74244	37822
2650	74270	37793
2651	74296	37764
2652	74322	37735
2653	74348	37706
2654	74377	37679
2655	74403	37650
2656	74429	37620
2657	74457	37592
2658	74484	37564
2659	74509	37534
2660	74536	37506
2661	74566	37479
2662	74593	37450
2663	74620	37422
2664	74647	37393
2665	74672	37364
2666	74699	37335
2667	74727	37307
2668	74758	37281
2669	74783	37251
2670	74811	37223
2671	74836	37194
2672	74863	37165
2673	74889	37136
2674	74915	37107
2675	74945	37080
2676	74971	37051
2677	74998	37023
2678	75024	36994
2679	75050	36965
2680	75075	36935
2681	75101	36906
2682	75132	36880
2683	75158	36851
2684	75184	36822
2685	75209	36792
2686	75236	36764
2687	75264	36736
2688	75290	36707
2689	75320	36680
2690	75345	36650
2691	75371	36621
2692	75397	36592
2693	75423	36563
2694	75449	36534
2695	75473	36505
2696	75504	36478
2697	75531	36450
2698	75558	36421
2699	75583	36392
2700	75610	36363
2701	75636	36334
2702	75661	36305
2703	75692	36278
2704	75718	36249
2705	75744	36220
2706	75770	36191
2707	75797	36163
2708	75822	36134
2709	75848	36105
2710	75878	36077
2711	75904	36049
2712	75931	36020
2713	75957	35991
2714	75984	35963
2715	76009	35933
2716	76036	35905
2717	76065	35878
2718	76091	35848
2719	76116	35819
2720	76141	35789
2721	76167	35761
2722	76193	35732
2723	76219	35703
2724	76249	35676
2725	76288	35653
2726	76337	35635
2727	76365	35607
2728	76391	35578
2729	76417	35549
2730	76444	35521
2731	76474	35493
2732	76501	35465
2733	76525	35435
2734	76551	35406
2735	76578	35378
2736	76605	35349
2737	76631	35321
2738	76661	35293
2739	76686	35264
2740	76711	35235
2741	76737	35206
2742	76764	35178
2743	76789	35148
2744	76815	35119
2745	76849	35094
2746	76878	35066
2747	76904	35037
2748	76929	35008
2749	76955	34979
2750	76981	34950
2751	77007	34922
2752	77037	34894
2753	77063	34866
2754	77088	34836
2755	77115	34808
2756	77143	34780
2757	77168	34751
2758	77194	34722
2759	77224	34695
2760	77250	34666
2761	77277	34637
2762	77303	34609
2763	77329	34579
2764	77355	34551
2765	77383	34523
2766	77413	34496
2767	77438	34466
2768	77464	34437
2769	77490	34408
2770	77515	34380
2771	77540	34350
2772	77567	34322
2773	77596	34294
2774	77622	34265
2775	77648	34237
2776	77674	34207
2777	77701	34179
2778	77727	34150
2779	77754	34122
2780	77786	34096
2781	77813	34067
2782	77839	34039
2783	77866	34010
2784	77891	33981
2785	77921	33954
2786	77946	33924
2787	77976	33898
2788	78002	33869
2789	78027	33840
2790	78055	33811
2791	78081	33783
2792	78110	33755
2793	78138	33727
2794	78172	33702
2795	78202	33675
2796	78230	33647
2797	78256	33618
2798	78280	33588
2799	78307	33560
2800	78335	33532
2801	78369	33506
2802	78395	33478
2803	78420	33449
2804	78447	33420
2805	78473	33391
2806	78499	33362
2807	78524	33333
2808	78554	33306
2809	78580	33277
2810	78606	33248
2811	78632	33220
2812	78658	33191
2813	78683	33162
2814	78713	33135
2815	78743	33108
2816	78767	33078
2817	78793	33049
2818	78821	33021
2819	78849	32993
2820	78875	32964
2821	78901	32936
2822	78931	32909
2823	78956	32880
2824	78983	32851
2825	79012	32823
2826	79038	32795
2827	79064	32766
2828	79089	32737
2829	79120	32710
2830	79146	32681
2831	79172	32652
2832	79198	32624
2833	79224	32595
2834	79254	32568
2835	79281	32540
2836	79310	32512
2837	79335	32483
2838	79363	32455
2839	79390	32427
2840	79416	32398
2841	79441	32369
2842	79467	32340
2843	79497	32313
2844	79524	32284
2845	79550	32256
2846	79575	32227
2847	79600	32198
2848	79628	32169
2849	79656	32142
2850	79687	32115
2851	79713	32086
2852	79737	32057
2853	79763	32028
2854	79793	32001
2855	79820	31972
2856	79846	31944
2857	79876	31917
2858	79902	31888
2859	79928	31859
2860	79955	31831
2861	79980	31802
2862	80005	31773
2863	80031	31744
2864	80065	31718
2865	80091	31689
2866	80117	31661
2867	80143	31632
2868	80169	31603
2869	80196	31575
2870	80223	31547
2871	80253	31520
2872	80278	31491
2873	80304	31462
2874	80332	31434
2875	80358	31405
2876	80384	31376
2877	80409	31347
2878	80439	31320
2879	80465	31292
2880	80491	31263
2881	80516	31234
2882	80542	31205
2883	80566	31176
2884	80594	31148
2885	80628	31122
2886	80653	31093
2887	80677	31064
2888	80704	31035
2889	80730	31007
2890	80755	30978
2891	80780	30949
2892	80809	30921
2893	80834	30892
2894	80863	30865
2895	80890	30836
2896	80916	30808
2897	80941	30779
2898	80967	30750
2899	80998	30723
2900	81025	30695
2901	81051	30666
2902	81076	30637
2903	81102	30609
2904	81130	30580
2905	81157	30552
2906	81186	30525
2907	81212	30496
2908	81237	30467
2909	81268	30440
2910	81295	30412
2911	81325	30385
2912	81353	30357
2913	81390	30333
2914	81421	30305
2915	81448	30277
2916	81473	30248
2917	81498	30219
2918	81524	30191
2919	81550	30162
2920	81578	30134
2921	81603	30105
2922	81629	30077
2923	81658	30049
2924	81687	30021
2925	81713	29993
2926	81740	29965
2927	81770	29937
2928	81796	29909
2929	81823	29880
2930	81849	29852
2931	81875	29823
2932	81901	29794
2933	81929	29767
2934	81959	29739
2935	81985	29711
2936	82010	29682
2937	82035	29653
2938	82060	29624
2939	82085	29595
2940	82111	29566
2941	82141	29539
2942	82167	29511
2943	82196	29483
2944	82223	29455
2945	82249	29426
2946	82275	29398
2947	82301	29369
2948	82331	29342
2949	82357	29313
2950	82385	29285
2951	82412	29257
2952	82439	29229
2953	82467	29201
2954	82495	29173
2955	82525	29146
2956	82551	29117
2957	82578	29089
2958	82603	29060
2959	82630	29032
2960	82656	29003
2961	82682	28975
2962	82722	28951
2963	82749	28923
2964	82775	28894
2965	82800	28865
2966	82826	28837
2967	82852	28808
2968	82879	28780
2969	82909	28753
2970	82935	28724
2971	82962	28696
2972	82992	28669
2973	83017	28640
2974	83043	28611
2975	83069	28582
2976	83100	28556
2977	83125	28527
2978	83150	28498
2979	83177	28470
2980	83202	28441
2981	83229	28413
2982	83256	28384
2983	83285	28357
2984	83311	28328
2985	83338	28300
2986	83366	28272
2987	83394	28244
2988	83420	28216
2989	83444	28187
2990	83477	28160
2991	83508	28133
2992	83538	28106
2993	83566	28078
2994	83592	28050
2995	83617	28021
2996	83643	27992
2997	83672	27965
2998	83700	27937
2999	83726	27908
3000	83753	27880
3001	83779	27852
3002	83808	27824
3003	83836	27796
3004	83867	27769
3005	83892	27740
3006	83918	27712
3007	83944	27683
3008	83970	27655
3009	83996	27626
3010	84022	27598
3011	84054	27571
3012	84080	27543
3013	84107	27514
3014	84133	27486
3015	84159	27457
3016	84184	27429
3017	84211	27400
3018	84242	27373
3019	84267	27345
3020	84294	27316
3021	84322	27288
3022	84350	27261
3023	84375	27232
3024	84400	27203
3025	84429	27175
3026	84453	27146
3027	84479	27118
3028	84505	27089
3029	84531	27061
3030	84556	27032
3031	84591	27006
3032	84625	26980
3033	84654	26953
3034	84685	26926
3035	84715	26899
3036	84743	26871
3037	84774	26844
3038	84802	26816
3039	84839	26791
3040	84867	26763
3041	84895	26735
3042	84923	26707
3043	84951	26679
3044	84978	26651
3045	85006	26623
3046	85036	26596
3047	85063	26568
3048	85091	26540
3049	85118	26512
3050	85145	26484
3051	85173	26456
3052	85200	26427
3053	85232	26401
3054	85262	26374
3055	85290	26346
3056	85320	26318
3057	85352	26292
3058	85383	26265
3059	85412	26237
3060	85444	26211
3061	85481	26185
3062	85515	26160
3063	85548	26133
3064	85577	26105
3065	85606	26078
3066	85637	26051
3067	85670	26025
3068	85698	25997
3069	85728	25969
3070	85757	25942
3071	85787	25915
3072	85817	25887
3073	85847	25860
3074	85880	25833
3075	85909	25806
3076	85935	25777
3077	85966	25750
3078	85996	25723
3079	86026	25696
3080	86056	25668
3081	86089	25642
3082	86117	25614
3083	86148	25587
3084	86179	25560
3085	86208	25532
3086	86237	25505
3087	86265	25477
3088	86296	25450
3089	86323	25422
3090	86352	25394
3091	86380	25366
3092	86408	25338
3093	86435	25310
3094	86462	25282
3095	86493	25255
3096	86520	25227
3097	86550	25199
3098	86578	25171
3099	86607	25144
3100	86638	25117
3101	86668	25089
3102	86704	25064
3103	86733	25036
3104	86763	25009
3105	86793	24981
3106	86823	24954
3107	86853	24927
3108	86881	24899
3109	86910	24871
3110	86937	24843
3111	86963	24814
3112	86992	24787
3113	87017	24758
3114	87041	24729
3115	87067	24700
3116	87097	24673
3117	87122	24644
3118	87149	24616
3119	87173	24587
3120	87199	24558
3121	87224	24530
3122	87250	24501
3123	87279	24474
3124	87304	24445
3125	87331	24417
3126	87356	24388
3127	87383	24359
3128	87408	24331
3129	87434	24302
3130	87462	24274
3131	87487	24246
3132	87513	24217
3133	87538	24189
3134	87564	24160
3135	87589	24131
3136	87614	24103
3137	87643	24075
3138	87668	24046
3139	87694	24018
3140	87722	23990
3141	87757	23964
3142	87786	23936
3143	87813	23908
3144	87844	23881
3145	87874	23854
3146	87901	23825
3147	87928	23797
3148	87952	23768
3149	87977	23740
3150	88003	23711
3151	88036	23685
3152	88064	23657
3153	88091	23628
3154	88119	23601
3155	88148	23573
3156	88176	23545
3157	88206	23518
3158	88240	23491
3159	88269	23463
3160	88298	23436
3161	88326	23408
3162	88352	23380
3163	88380	23352
3164	88411	23324
3165	88441	23297
3166	88466	23269
3167	88492	23240
3168	88517	23211
3169	88544	23183
3170	88572	23155
3171	88599	23127
3172	88628	23099
3173	88653	23071
3174	88679	23042
3175	88704	23013
3176	88731	22985
3177	88755	22956
3178	88782	22928
3179	88812	22901
3180	88840	22873
3181	88866	22844
3182	88892	22816
3183	88918	22788
3184	88944	22759
3185	88970	22731
3186	89000	22703
3187	89025	22675
3188	89051	22646
3189	89076	22618
3190	89107	22590
3191	89135	22563
3192	89161	22534
3193	89194	22507
3194	89219	22479
3195	89247	22451
3196	89273	22422
3197	89299	22394
3198	89326	22366
3199	89351	22337
3200	89382	22310
3201	89407	22282
3202	89434	22253
3203	89462	22225
3204	89487	22197
3205	89513	22169
3206	89540	22140
3207	89571	22113
3208	89600	22085
3209	89630	22058
3210	89659	22030
3211	89687	22003
3212	89716	21975
3213	89741	21946
3214	89771	21919
3215	89798	21891
3216	89824	21862
3217	89855	21835
3218	89885	21808
3219	89913	21780
